"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FPXZGD4N","journalArticle","2013","Chakraborty, Doran; Agmon, Noa; Stone, Peter","Targeted opponent modeling of memory-bounded agents","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944701639&partnerID=40&md5=f77acb2e31ae80ff2d420f6c3308f8bb","In a repeated game, a memory-bounded agent selects its next action by basing its policy on a fixed window of past L plays. Traditionally, approaches that attempt to model memory-bounded agents, do so by modeling them based on the past L joint actions. Since the number of possible L sized joint actions grows exponentially with L, these approaches are restricted to modeling agents with a small L. This paper explores an alternative, more efficient mechanism for modeling memory-bounded agents based on high-level features derived from the past L plays. Called Targeted Opponent Modeler against Memory-Bounded Agents, or Tommba, our approach successfully models memory-bounded agents, in a sample efficient manner, given a priori knowledge of a feature set that includes the correct features. Tommba is fully implemented, with successful empirical results in a couple of challenging surveillance based tasks. © 2017 Elsevier B.V., All rights reserved.","2013","2025-11-04 09:46:13","2025-11-04 09:59:15","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Feature sets; High-level features; Intelligent agents; Joint actions; Learning; Model agents; Models; Opponent modeling; Priori knowledge; Repeated games; Software agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUDZ7GXI","journalArticle","2013","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","Learning against non-stationary opponents","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899987874&partnerID=40&md5=3780507f1a8f7e5d8016f598df5e9005","In multiagent systems, in order to make the best decisions, each agent has to take into account not only the strategy used by other agents but also how those strategies might change in the future. This is further exacerbated in open environments where strategies cannot be assumed to be rational. This paper studies repeated interactions between an agent and an opponent that changes its strategy over time (it is non-stationary). Our main contribution is a framework for fast learning changing non-stationary strategies. The agent uses decision trees to learn the most up to date opponent's strategy. Then, its learned model is continuously re-evaluated to assess strategy switches. Our method detects such strategy switches by measuring tree similarities. Aside from its fast learning process, decision trees can provide an easy interpretation of the opponent model. We evaluated the proposed approach in the iterated prisoner's dilemma, outperforming state of the art algorithms in predictive accuracy when facing non-stationary strategies. © 2017 Elsevier B.V., All rights reserved.","2013","2025-11-04 09:46:13","2025-11-04 09:58:54","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Best decision; Decision trees; Forestry; Game theory; Intelligent agents; Iterated prisoner's dilemma; Markov Decision Processes; Markov processes; Multi agent systems; Open environment; Opponent modeling; Predictive accuracy; State-of-the-art algorithms; Tree similarities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4H2U67DW","conferencePaper","2013","Hernandez-Leal, Pablo; de Cote, Enrique Munoz; Sucar, Luis Enrique","Modeling non-stationary opponents","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899415477&partnerID=40&md5=2bbc95c04efbd575137f7378d2a7f871","This paper studies repeated interactions between an agent and an unknown opponent that changes its strategy over time. We propose a framework for learning switching non-stationary strategies. The approach uses decision trees to learn the most up to date opponent's strategy. Then, the agent's strategy is computed by transforming the tree into a Markov Decision Process (MDP), whose solution dictates the optimal way of playing against the learned strategy. The agent's learnt model is continuously re-evaluated to assess strategy switches. Our method detects such strategy switches by measuring tree similarities, and reveals whether the opponent has changed its strategy and a new model has to be learned. We evaluated the proposed approach in the iterated prisoner's dilemma, outperforming common strategies against stationary and non-stationary opponents. Copyright © 2013, International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved. © 2014 Elsevier B.V., All rights reserved.","2013","2025-11-04 09:46:13","2025-11-04 09:59:00","","1135 - 1136","","","2","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Autonomous agents; Common strategy; Decision trees; Forestry; Game theory; Iterated prisoner's dilemma; Markov Decision Processes; Markov processes; Multi agent systems; Nonstationary; Opponent modeling; Tree similarities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWY6R9TB","conferencePaper","2011","Mescheder, Daniel; Tüyls, Karl; Kaisers, Michael","Opponent Modeling with pomdps","Belgian/Netherlands Artificial Intelligence Conference","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874009652&partnerID=40&md5=7135e0a8f2827eff908d33843df17bd4","Reinforcement Learning techniques such as Q-learning are commonly studied in the context of two-player repeated games. However, Q-learning fails to converge to best response behavior even against simple strategies such as Tit-for-two-Tat. Opponent Modeling (OM) can be used to overcome this problem. This article shows that OM based on Partially Observable Markov Decision Processes (POMDPs) can represent a large class of opponent strategies. A variation of McCallum's Utile Distinction Memory algorithm is presented as a means to compute such a POMDP opponent model. This technique is based on Baum-Welch maximum likelihood estimation and uses a t-test to adjust the number of model states. Experimental results demonstrate that this algorithm can identify the structure of strategies against which pure Q-learning is insufficient. This provides a basis for best response behavior against a larger class of strategies. © 2013 Elsevier B.V., All rights reserved.","2011","2025-11-04 09:46:13","2025-11-04 09:59:09","","","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Algorithms; Artificial intelligence; Baum-Welch; Best response; Maximum likelihood estimation; Model state; Opponent modeling; Opponent models; Partially observable Markov decision process; Q-learning; Reinforcement learning techniques; Repeated games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYS956N4","conferencePaper","2011","Cheng, Kan Leung; Zuckerman, Inon; Nau, Dana S.; Golbeck, Jennifer A.","The life game: Cognitive strategies for repeated stochastic games","","","","10.1109/PASSAT/SocialCom.2011.62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856171370&doi=10.1109%2FPASSAT%2FSocialCom.2011.62&partnerID=40&md5=946eb03a86019db2bce719b7cbee0919","Standard models in bio-evolutionary game theory involve repetitions of a single stage game (e.g., the Prisoner's Dilemma or the Stag Hunt); but it is clear that repeatedly playing the same stage game is not an accurate model of most individuals'lives. Rather, individuals'interactions with others correspond to many different kinds of stage games. In this work, we concentrate on discovering behavioral strategies that are successful for the life game, in which the stage game is chosen stochastically at each iteration. We present a cognitive agent model based on Social Value Orientation (SVO) theory. We provide extensive evaluations of our model's performance, both against standard agents from the game theory literature and against a large set of life-game agents written by students in two different countries. Our empirical results suggest that for life-game strategies to be successful in environments with such agents, it is important (i) to be unforgiving with respect to trust behavior and (ii) to use adaptive, fine-grained opponent models of the other agents. © 2011 IEEE. © 2012 Elsevier B.V., All rights reserved.","2011","2025-11-04 09:46:13","2025-11-04 09:59:17","","95 - 102","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Cognitive agents; Cognitive Strategy; Empirical results; Game theory; Non-zero-sum games; Opponent models; Prisoner's Dilemma; Repeated games; Single stage; Social value orientation; Social values; Stage game; Standard model; Stochastic game; Stochastic models; Stochastic systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUZJKC8R","conferencePaper","2011","Wang, Zhikun; Boularias, Abdeslam; Muelling, Katharina; Peters, Jan","Modeling opponent actions for table-tennis playing robot","Proceedings of the National Conference on Artificial Intelligence","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055054674&partnerID=40&md5=7873b62d6539d54ec3e23d75a1e635e9","Opponent modeling is a critical mechanism in repeated games. It allows a player to adapt its strategy in order to better respond to the presumed preferences of its opponents. We introduce a modeling technique that adaptively balances safety and exploitability. The opponent's strategy is modeled with a set of possible strategies that contains the actual one with high probability. The algorithm is safe as the expected payoff is above the minimax payoff with high probability, and can exploit the opponent's preferences when sufficient observations are obtained. We apply the algorithm to a robot table-tennis setting where the robot player learns to prepare to return a served ball. By modeling the human players, the robot chooses a forehand, backhand or middle preparation pose before they serve. The learned strategies can exploit the opponent's preferences, leading to a higher rate of successful returns. Copyright © 2011, Association for the Advancement of Artificial Intelligence. All rights reserved. © 2011 Elsevier B.V., All rights reserved.","2011","2025-11-04 09:46:13","2025-11-04 09:59:01","","1828 - 1829","","","2","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Algorithms; Artificial intelligence; High probability; High rate; Human players; Intelligent robots; Learn+; Minimax; Modeling technique; Modelling techniques; Opponent modeling; Opponent models; Repeated games; Robots; Sports; Table-tennis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCGEEM5B","conferencePaper","2011","Wang, Zhikun; Boularias, Abdeslam; Muelling, Katharina; Peters, Jan","Balancing Safety and Exploitability in Opponent Modeling","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989955456&partnerID=40&md5=0ea60bebb7134b7b446861ddb38152bc","Opponent modeling is a critical mechanism in repeated games. It allows a player to adapt its strategy in order to better respond to the presumed preferences of his opponents. We introduce a new modeling technique that adaptively balances exploitability and risk reduction. An opponent's strategy is modeled with a set of possible strategies that contain the actual strategy with a high probability. The algorithm is safe as the expected payoff is above the minimax payoff with a high probability, and can exploit the opponents' preferences when sufficient observations have been obtained. We apply them to normal-form games and stochastic games with a finite number of stages. The performance of the proposed approach is first demonstrated on repeated rock-paper-scissors games. Subsequently, the approach is evaluated in a human-robot table-tennis setting where the robot player learns to prepare to return a served ball. By modeling the human players, the robot chooses a forehand, backhand or middle preparation pose before they serve. The learned strategies can exploit the opponent's preferences, leading to a higher rate of successful returns. © 2023 Elsevier B.V., All rights reserved.","2011","2025-11-04 09:46:14","2025-11-04 09:58:47","","1515 - 1520","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Artificial intelligence; Finite number; High probability; Human players; Minimax; Modeling technique; Modelling techniques; Normal form games; Opponent modeling; Opponent models; Performance; Repeated games; Risk reductions; Risks reduction; Robots; Stochastic game; Stochastic systems; Table-tennis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTCYYCUV","journalArticle","2011","Wunder, Michael; Yaros, John Robert; Kaisers, Michael; Littman, Michael L.","Using iterated reasoning to predict opponent strategies","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899434410&partnerID=40&md5=785874528961efd8bd45cfa3239b487a","The field of multiagent decision making is extending its tools from classical game theory by embracing reinforcement learning, statistical analysis, and opponent modeling. For example, behavioral economists conclude from experimental results that people act according to levels of reasoning that form a ""cognitive hierarchy"" of strategies, rather than merely following the hyper-rational Nash equilibrium solution concept. This paper expands this model of the iterative reasoning process by widening the notion of a level within the hierarchy from one single strategy to a distribution over strategies, leading to a more general framework of multi- Agent decision making. It provides a measure of sophistication for strategies and can serve as a guide for designing good strategies for multiagent games, drawing it's main strength from predicting opponent strategies. We apply these lessons to the recently introduced Lemonade-stand Game, a simple setting that includes both collaborative and competitive elements, where an agent's score is critically dependent on its responsiveness to opponent behavior. The opening moves are significant to the end result and simple heuristics have achieved faster cooperation than intricate learning schemes. Using results from the past two real-world tournaments, we show how the submitted entries fit naturally into our model and explain why the top agents were successful. Copyright © 2011, International Foundation for Autonomous Agents and Multiagent Systems. © 2014 Elsevier B.V., All rights reserved.","2011","2025-11-04 09:46:14","2025-11-04 09:59:19","","553 - 560","","","1","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Autonomous agents; Beverages; Classical game theory; Cognitive model; Decision making; Iterated reasoning; Multi agent systems; Multi-agent decision making; Multi-agent games; POMDPs; Reasoning process; Reinforcement learning; Repeated games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XA2HXTE","journalArticle","2010","Chakraborty, Doran; Stone, Peter","Convergence, targeted optimality, and safety in multiagent learning","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881579266&partnerID=40&md5=a6d0ad3ccdf10e2a30dd57709312b8c4","This paper introduces a novel multiagent learning algorithm which achieves convergence, targeted optimality against memory bounded adversaries, and safety, in arbitrary repeated games. Called CMLeS, its most novel aspect is the manner in which it guarantees (in a PAC sense) targeted optimality against memory-bounded adversaries, via efficient exploration and exploitation. CMLeS is fully implemented and we present empirical results demonstrating its effectiveness. © 2013 Elsevier B.V., All rights reserved.","2010","2025-11-04 09:46:14","2025-11-04 09:58:48","","38 - 44","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Autonomous agents; Exploration and exploitation; Intelligent agents; Multi agent systems; Multi-agent learning; Multiagent learning algorithm; Opponent modeling; Optimality; Optimization; Repeated games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQD48RQE","journalArticle","2010","Al-Haddad, Rawad N.; Sukthankar, Gita R.","A psychologically-inspired agent for iterative Prisoner's dilemma","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957859219&partnerID=40&md5=24efe4d1036088610a5f32ccf9cd867f","In this paper, a psychologically-inspired model for an Iterative Prisoner's dilemma (IPD) agent is proposed. This model is inspired by the ""psychic apparatus"" theory that was developed by Sigmund Freud in 1940. The model captures an agent with a true ""character"" by concurrently supporting the three constructs of personality: the Super-Ego, which represents the ideal part of the agent that always tries to elicit cooperation from opponents, the Id, which is characterized by its willingness to defect all the time to achieve instant gratification, and the Ego, which is the intelligent, realistic, part of the agent that relies on opponent-modeling techniques to decide on the best next move. These three constructs compete against each other in order to take control of the agent. This model was successfully prototyped and participated in a simulated IPD tournament along with other benchmark strategies. ""FREUD"", as the agent is called, achieved outstanding results in this mini-tournament by winning with a good margin. Our model represents a novel abstraction for IPD agent architecture that is potentially applicable to any decision-making task that requires evaluating the benefit of competitive vs. cooperative behavior. Copyright © 2010, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved. © 2010 Elsevier B.V., All rights reserved.","2010","2025-11-04 09:46:14","2025-11-04 09:58:44","","2 - 7","","","","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Agent architectures; Artificial intelligence; Co-operative behaviors; Computer simulation; Decision making; Instant gratification; Iterative prisoner's dilemmas; Modeling technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UI95UNR5","journalArticle","2010","Zeng, Yifeng; Doshi, Prashant J.","Model identification in interactive influence diagrams using mutual information","Web Intelligence and Agent Systems","","","10.3233/WIA-2010-0194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954925198&doi=10.3233%2FWIA-2010-0194&partnerID=40&md5=9400c824361e9e0e4712bce0dacf65ed","Interactive influence diagrams (I-IDs) offer a transparent and intuitive representation for the decision-making problem in multiagent settings. They ascribe procedural models such as influence diagrams and I-IDs to model the behavior of other agents. Procedural models offer the benefit of understanding how others arrive at their behaviors. Accurate behavioral models of others facilitate optimal decision-making in multiagent settings. However, identifying the true models of other agents is a challenging task. Given the assumption that the true model of the other agent lies within the set of models that we consider, we may utilize standard Bayesian learning to update the likelihood of each model given the observation histories of others' actions. However, as model spaces are often bounded, the true models of others may not be present in the model space. We then seek to identify models that are relevant to the observed behaviors of others and show how the agent may learn to identify these models. We evaluate the performance of our method on three repeated games and provide theoretical and empirical results in support. © 2010 - IOS Press and the authors. All rights reserved. © 2010 Elsevier B.V., All rights reserved.","2010","2025-11-04 09:46:14","2025-11-04 09:58:58","","313 - 327","","3","8","","","","","","","","","","","","","","","","","Type: Article","","","","Bayesian learning; Bayesian networks; Behavioral model; Decision making; Decision-making problem; Empirical results; Graphic methods; Influence diagram; Model identification; Model spaces; Multi-agent setting; Mutual informations; Opponent modeling; Optimal decisions; Repeated games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJVMJCKH","journalArticle","2010","Silverman, Barry G.","Systems social seience: A design inquiry approach for stabilization and reconstruction of social systems","Intelligent Decision Technologies","","","10.3233/IDT-2010-0069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013602825&doi=10.3233%2FIDT-2010-0069&partnerID=40&md5=a8bbd4e8c3b06f97bfcbf1af4731c547","This paper explores novel approaches under the design inquiry paradigm that promise to help organizations better understand and solve socio-technical dilemmas. Design inquiry is contrasted with scientific inquiry (Section 1). Section 2 presents a meso-scale model of models methodology for design inquiry that synthesizes systems science, agent modeling and simulation, knowledge management architectures, and domain theories and knowledge. The goal is to focus computational science on exploring underlying mechanisms (white box modeling) and to support reflective theorizing and discourse to explain social dilemmas and potential resolutions. Section 3 then describes an evolving agent modeling and simulation testbed while Section 4 offers two gameworld applications that implement this approach and that serve as an example of the new types of instruments useful for systems social science. The conclusions wrapup by reviewing lessons learned about 10 criteria that have guided this research. © 2010 - IOS Press and the authors. © 2017 Elsevier B.V., All rights reserved.","2010","2025-11-04 09:46:14","2025-11-04 09:59:14","","51 - 74","","1","4","","","","","","","","","","","","","","","","","Type: Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RB7TKZB","journalArticle","2008","Rezaei, Golriz; Kirley, Michael","Heterogeneous payoffs and social diversity in the spatial prisoner's Dilemma game","Lecture Notes in Computer Science","","","10.1007/978-3-540-89694-4_59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449085235&doi=10.1007%2F978-3-540-89694-4_59&partnerID=40&md5=955a7bc354f23f9421ea1c30197cc81c","In this paper, we investigate the role of heterogeneous payoff values and social diversity in a spatial version of the iterated prisoner's dilemma game. Typically, a fixed number of agents play the game over a specified number of rounds. At each time step, the agents receive a fixed reward based on the strategy they have adopted and the corresponding payoff (or reward) matrix. We argue that such restrictions are unlikely to be fulfilled in real-life situations. Subsequently, we introduce additional features into the game. Here, each agent has an additional age attribute that can be used to control the number of iterations of the game an agent actually participates in. We also introduce dynamic payoff values that are correlated with particular agent experience levels. Numerical simulations show that the proposed heterogeneous agent model promotes the evolution of cooperation in some circumstances. © 2008 Springer Berlin Heidelberg. © 2009 Elsevier B.V., All rights reserved.","2008","2025-11-04 09:46:14","2025-11-04 09:58:51","","585 - 594","","","5361 LNAI","","","","","","","","","","","","","","","","","Type: Conference paper","","","","Agent modeling; Agents; Game theory; Numerical simulations; Time stepping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXR6CZJW","journalArticle","2007","Hingston, Philip; Dyer, Dan; Barone, Luigi C.; French, Tim; Kendall, G. F.","Opponent modelling, evolution, and the iterated prisoner’s dilemma","","","","10.1142/9789812770684_0007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71549125758&doi=10.1142%2F9789812770684_0007&partnerID=40&md5=f0735dc9e007e439f7675b90cf1ffc2a","The following sections are included: • Introduction Opponent modelling Modeller, the competition entry Anatomy of the modeller Competition performance • Opponent Modelling Versus Evolution The new experiments • Conclusions • References. © 2021 Elsevier B.V., All rights reserved.","2007","2025-11-04 09:46:14","2025-11-04 09:59:10","","139 - 170","","","","","","","","","","","","","","","","","","","","Type: Book chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2VSE2F8","journalArticle","2005","Burns, Tom R.; Roszkowska, Ewa","Social judgment in multi-agent systems","","","","10.1017/CBO9780511610721.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928279139&doi=10.1017%2FCBO9780511610721.018&partnerID=40&md5=4a10f5941a131eb4f4b934830bed461b","INTRODUCTION Game theory in its several variants can be viewed as a contribution to multi-agent modeling. One relevant development of classical game theory, Generalized Game Theory (GGT), entails its extension and generalization through the formulation of the mathematical theory of rules and rule complexes (Gomolińska, 1999, 2004; Burns & Gomolińska, 1998; Burns & Roszkowska, 2004). Informally speaking, a rule complex is a set consisting of rules and/or other rule complexes. Social theory concepts such as norm, value, belief, role, social relationship, and institution as well as game can be defined in a uniform way in terms of rules and rule complexes. This has led to a number of applications: among others, the formalization of social relationships, roles, and judgment and action modalities (Burns & Gomolińska, 2000; Burns, Gomolińska, & Meeker, 2001; among others); reconceptualization of prisoners' dilemma game and other classical games as socially embedded games (Burns, Gomolińska, & Meeker, 2001; Burns & Roszkowska, 2004); models of societal conflict resolution and regulation (Burns, Caldas, & Roszkowska, 2005; Burns & Roszkowska, 2005); rethinking the Nash equilibrium (Burns & Roszkowska, 2004); fuzzy games and equilibria (Burns & Roszkowska, 2004; Roszkowska & Burns, 2002); sociocognitive analysis (Burns & Gomolińska, 2001; Roszkowska & Burns, 2002); simulation studies in whichGGTis applied, for instance, in the formulation of multi-agent simulation models of regulatory processes (Burns, Caldas, & Roszkowska, 2005). In the GGT approach, a well-specified game at time t, G t), is a particular multi-agent interaction situation where the participating actors typically have defined roles and role relationships. Most modern social systems of interest can be characterized in thisway. That is, there are already pre-existing institutional arrangements or social structures shaping and regulating interaction (see Figure 17.2). © 2015 Elsevier B.V., All rights reserved.","2005","2025-11-04 09:46:14","2025-11-04 09:59:12","","409 - 416","","","","","","","","","","","","","","","","","","","","Type: Book chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77HLPFIQ","journalArticle","1999","Carmel, David; Markovitch, Shaul","Exploration Strategies for Model-based Learning in Multi-agent Systems","Autonomous Agents and Multi-Agent Systems","","","10.1023/A:1010007108196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033423368&doi=10.1023%2FA%3A1010007108196&partnerID=40&md5=cba0d7bfe148d510c584cd80b3f6e343","An agent that interacts with other agents in multi-agent systems can benefit significantly from adapting to the others. When performing active learning, every agent's action affects the interaction process in two ways: The effect on the expected reward according to the current knowledge held by the agent, and the effect on the acquired knowledge, and hence, on future rewards expected to be received. The agent must therefore make a tradeoff between the wish to exploit its current knowledge, and the wish to explore other alternatives, to improve its knowledge for better decisions in the future. The goal of this work is to develop exploration strategies for a model-based learning agent to handle its encounters with other agents in a common environment. We first show how to incorporate exploration methods usually used in reinforcement learning into model-based learning. We then demonstrate the risk involved in exploration - an exploratory action taken by the agent can yield a better model of the other agent but also carries the risk of putting the agent into a much worse position. We present the lookahead-based exploration strategy that evaluates actions according to their expected utility, their expected contribution to the acquired knowledge, and the risk they carry. Instead of holding one model, the agent maintains a mixed opponent model, a belief distribution over a set of models that reflects its uncertainty about the opponent's strategy. Every action is evaluated according to its long run contribution to the expected utility and to the knowledge regarding the opponent's strategy. Risky actions are more likely to be detected by considering their expected outcome according to the alternative models of the opponent's behavior. We present an efficient algorithm that returns an almost optimal exploration plan against the mixed model and provide a proof of its correctness and an analysis of its complexity. We report experimental results in the Iterated Prisoner's Dilemma domain, comparing the capabilities of the different exploration strategies. The experiments demonstrate the superiority of lookahead-based exploration over other exploration methods. © 2018 Elsevier B.V., All rights reserved.","1999","2025-11-04 09:46:15","2025-11-04 09:58:50","","141 - 172","","2","2","","","","","","","","","","","","","","","","","Type: Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AG733UHK","journalArticle","2025","Macmillan-Scott, Olivia; Musolesi, Mirco","(Ir)rationality in AI: state of the art, research challenges and open questions","Artificial Intelligence Review","","1573-7462","10.1007/s10462-025-11341-4","https://link.springer.com/10.1007/s10462-025-11341-4","Abstract             The concept of rationality is central to the field of artificial intelligence (AI). Whether we are seeking to simulate human reasoning, or trying to achieve bounded optimality, our goal is generally to make artificial agents as rational as possible. Despite the centrality of the concept within AI, there is no unified definition of what constitutes a rational agent. This article provides a survey of rationality and irrationality in AI, and sets out the open questions in this area. We consider how the understanding of rationality in other fields has influenced its conception within AI, in particular work in economics, philosophy and psychology. Focusing on the behaviour of artificial agents, we examine irrational behaviours that can prove to be optimal in certain scenarios. Some methods have been developed to deal with irrational agents, both in terms of identification and interaction, however work in this area remains limited. Methods that have up to now been developed for other purposes, namely adversarial scenarios, may be adapted to suit interactions with artificial agents. We further discuss the interplay between human and artificial agents, and the role that rationality plays within this interaction; many questions remain in this area, relating to potentially irrational behaviour of both humans and artificial agents.","2025-08-22","2025-11-04 09:48:47","2025-11-04 09:48:47","2025-11-04 09:48:46","352","","11","58","","Artif Intell Rev","(Ir)rationality in AI","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45TH49YE","journalArticle","2025","Jin, Yue; Wei, Shuangqing; Montana, Giovanni","Achieving collective welfare in multi-agent reinforcement learning via suggestion sharing","Machine Learning","","0885-6125, 1573-0565","10.1007/s10994-025-06823-z","https://link.springer.com/10.1007/s10994-025-06823-z","Abstract             In human society, the conflict between self-interest and collective well-being often obstructs efforts to achieve shared welfare. Related concepts like the Tragedy of the Commons and Social Dilemmas frequently manifest in our daily lives. As artificial agents increasingly serve as autonomous proxies for humans, we propose a novel multi-agent reinforcement learning (MARL) method to address this issue - learning policies to maximise collective returns even when individual agents’ interests conflict with the collective one. Unlike traditional cooperative MARL solutions that involve sharing rewards, values, and policies or designing intrinsic rewards to encourage agents to learn collectively optimal policies, we propose a novel MARL approach where agents exchange action suggestions. Our method reveals less private information compared to sharing rewards, values, or policies, while enabling effective cooperation without the need to design intrinsic rewards. Our algorithm is supported by our theoretical analysis that establishes a bound on the discrepancy between collective and individual objectives, demonstrating how sharing suggestions can align agents’ behaviours with the collective objective. Experimental results demonstrate that our algorithm performs competitively with baselines that rely on value or policy sharing or intrinsic rewards.","2025-08","2025-11-04 09:48:47","2025-11-04 09:48:47","2025-11-04 09:48:46","190","","8","114","","Mach Learn","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
